Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL210273,,None,475.47,0,4.24,3f,Cn1c(=O)cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(OC(F)(F)F)ccc21,IC50,'=',104,nM,6.98,,,UO_0000065,,,,,0,CHEMBL865034,Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL425518,,None,372.47,0,3.8,3,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,IC50,'=',12,nM,7.92,,,UO_0000065,,,,,0,CHEMBL865484,Activity at human MCH1R by GTPgammaS assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146192,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL216649,,None,476.99,0,4.4,44,CN1CCN(c2nc3cc(-n4cnc5cc(-c6ccc(Cl)cc6)sc5c4=O)ccc3[nH]2)CC1,IC50,'=',100,nM,7,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL215868,,None,447.95,1,5.24,41,O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2[nH]c(N3CCCC3)nc2c1,IC50,'=',3.162,nM,8.5,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL214908,,None,512.04,2,6.48,29,Cc1nc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2n1-c1ccc(N(C)C)cc1,IC50,'=',5.012,nM,8.3,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL365011,,None,430.57,0,4.13,39,CCN(CC)CCNC(=O)c1ccc(NC(=O)Nc2ccc(SC)cc2)cc1OC,IC50,'=',960,nM,6.02,,,UO_0000065,13.98,0.27,1.89,7.28,0,CHEMBL828687,Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using scintillation proximity assay (SPA),B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL1761113,,None,494.68,1,7.05,4m,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(C(C)C)cc4)nc4ccccc43)CC2)c1,IC50,'=',60,nM,7.22,,,UO_0000065,14.6,0.27,0.17,14.4,0,CHEMBL1764020,Displacement of Eu-labeled MCH from human MCH-R1 expressed in CHO by time-resolved fluorometric assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759894,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1703562,,None,340.81,0,4.55,SID96021141,CCc1ccc(Oc2c(Cl)cnn(-c3ccc(C)cc3)c2=O)cc1,IC50,'=',5000,nM,5.3,,Active,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1722551,,None,419.91,0,3.97,SID93375582,Cc1ccc(-n2ncc(Cl)c(OC3CCN(C(=O)OC(C)(C)C)CC3)c2=O)cc1,IC50,'=',5000,nM,5.3,,Active,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1718965,,None,356.81,0,4.3,SID99218839,COc1ccc(Oc2c(Cl)cnn(-c3cc(C)ccc3C)c2=O)cc1,IC50,'=',12200,nM,4.91,,inactive,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1724571,,None,412.87,0,4.86,SID99234151,CC(=O)OCc1ccc(Oc2c(Cl)cnn(-c3ccc(C(C)C)cc3)c2=O)cc1,IC50,'=',3500,nM,5.46,,Active,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1707135,,None,397.86,0,4.76,SID99218851,CC(=O)Nc1ccc(Oc2c(Cl)cnn(-c3ccc(C(C)C)cc3)c2=O)cc1,IC50,'=',6300,nM,5.2,,Active,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1641614,,None,390.48,0,3.89,5d,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,IC50,'=',27,nM,7.57,,,UO_0000065,,,,,0,CHEMBL1648562,Antagonist activity at human MCHR1 expressed in CHO cells assessed as inhibition of MCH-induced intracellular calcium release by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL181383,,None,434.5,0,3.76,27,CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3cccc([N+](=O)[O-])c3)CC2)nc2ccccc12,IC50,'=',6.8,nM,8.17,,,UO_0000065,18.8,0.35,4.41,7.21,0,CHEMBL832373,Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1642477,,None,458.48,0,4.91,7h,O=c1cc(OCc2ccc(C(F)(F)F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,IC50,'=',49,nM,7.31,,,UO_0000065,,,,,0,CHEMBL1648562,Antagonist activity at human MCHR1 expressed in CHO cells assessed as inhibition of MCH-induced intracellular calcium release by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL2403870,,None,438.41,1,5.51,6,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)C1,IC50,'=',230,nM,6.64,,,UO_0000065,15.14,0.32,1.13,22.24,0,CHEMBL2406561,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401722,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307512,,
CHEMBL1712328,,None,312.76,0,3.99,SID93375577,Cc1ccc(-n2ncc(Cl)c(Oc3ccccc3)c2=O)cc1,IC50,'=',13700,nM,4.86,,inactive,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1703414,,None,372.81,0,4,SID93375578,COc1ccc(Oc2c(Cl)cnn(-c3ccc(C)cc3)c2=O)cc1OC,IC50,'=',8200,nM,5.09,,Active,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL362094,,None,501.63,2,5.69,25,COc1cc(NC(=O)Nc2ccc(Nc3ccccc3)cc2)ccc1C(=O)NCCCN1CCCCC1,IC50,'=',850,nM,6.07,,,UO_0000065,12.1,0.22,0.38,6.41,0,CHEMBL831013,Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL361305,,None,319.41,0,3.47,7,Nc1ccc2cccc(O[C@H]3CCN(Cc4ccccc4)C3)c2n1,IC50,'=',1690,nM,5.77,,,UO_0000065,,,,,0,CHEMBL835735,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137036,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL189653,,None,473.4,1,5.01,18,Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)C(C)Oc3ccc(Cl)cc3Cl)cc12,IC50,'=',790,nM,6.1,,,UO_0000065,12.89,0.26,1.09,10.58,0,CHEMBL830966,Inhibition of Melanin-concentrating hormone 1 receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137201,1,Scientific Literature,J Med Chem,2004,CHEMBL3308072,,
CHEMBL1761118,,None,521.49,2,7.24,4r,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(Cl)c(Cl)c4)nc4ccccc43)CC2)c1,IC50,'=',24,nM,7.62,,,UO_0000065,14.61,0.29,0.38,15.19,0,CHEMBL1764020,Displacement of Eu-labeled MCH from human MCH-R1 expressed in CHO by time-resolved fluorometric assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759894,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1760012,,None,505.04,2,6.72,4u,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(F)cc4Cl)nc4ccccc43)CC2)c1,IC50,'=',4,nM,8.4,,,UO_0000065,16.63,0.32,1.68,16.74,0,CHEMBL1764020,Displacement of Eu-labeled MCH from human MCH-R1 expressed in CHO by time-resolved fluorometric assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759894,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1760067,,None,542.6,2,5.42,13,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2ccc(C(F)(F)F)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1764798,Antagonist activity at MCHR1 by aequorin bioluminescence assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759849,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1760003,,None,471.04,1,5,49,COc1ccc([C@H]2CN(CCCC3CCOCC3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,IC50,'=',310,nM,6.51,,,UO_0000065,,,,,0,CHEMBL1764798,Antagonist activity at MCHR1 by aequorin bioluminescence assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759849,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1760251,,None,470.01,0,4.41,86,COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,IC50,'=',27,nM,7.57,,,UO_0000065,,,,,0,CHEMBL1764798,Antagonist activity at MCHR1 by aequorin bioluminescence assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759849,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1818779,,None,384.52,1,5.27,1c,CN(C)CC1CCc2cc(NC(=O)c3ccccc3-c3ccccc3)ccc2C1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1821542,Displacement of [125I]-MCH from human MCHR1 expressed in CHO cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1817555,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL488721,,None,479.45,0,4.54,25,O=C(COc1ccc(F)c(F)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)C1,IC50,'=',48,nM,7.32,,,UO_0000065,,,,,0,CHEMBL973618,Antagonist activity at human MCHR1 expressed in HEK293 cells assessed as [35S]GTPgammaS accumulation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156734,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3307715,,
CHEMBL1818802,,None,472.03,1,5.84,2i,CN1CCN(CC2=Cc3ccc(NC(=O)c4ccc(-c5ccc(Cl)cc5)cc4)cc3CC2)CC1,IC50,'=',2.8,nM,8.55,,,UO_0000065,18.12,0.34,2.71,24.04,0,CHEMBL1821542,Displacement of [125I]-MCH from human MCHR1 expressed in CHO cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1817555,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL1818811,,None,438.57,1,6.04,2r,COc1ccc(-c2ccc(C(=O)Nc3ccc4c(c3)CCC(CN3CCCC3)=C4)cc2)cc1,IC50,'=',2.2,nM,8.66,,,UO_0000065,19.74,0.36,2.62,20.83,0,CHEMBL1821542,Displacement of [125I]-MCH from human MCHR1 expressed in CHO cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1817555,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL1818782,,None,418.97,1,5.93,1f,CN(C)CC1CCc2cc(NC(=O)c3ccc(-c4cccc(Cl)c4)cc3)ccc2C1,IC50,'=',340,nM,6.47,,,UO_0000065,,,,,0,CHEMBL1821543,Antagonist activity at human MCHR1 expressed in CHO cells assessed as inhibition of MCH-induced GTPgammaS binding after 60 mins by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1817555,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308072,,
CHEMBL232823,,None,570.16,1,4.97,12m,CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(CCC2CCOCC2)C1,IC50,'=',11,nM,7.96,,,UO_0000065,,,,,0,CHEMBL892890,Antagonist activity at human MCHR1 by [35S]GTP-gamma-S binding assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147859,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,
CHEMBL246464,,None,552.62,1,4.28,20,O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,IC50,'=',23,nM,7.64,,,UO_0000065,13.82,0.26,3.36,8.05,0,CHEMBL886902,Displacement of [125I]MCH from MCHR1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,None,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL247891,,None,551.63,1,4.86,4g,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'=',51,nM,7.29,,,UO_0000065,13.22,0.25,2.43,9.72,0,CHEMBL886902,Displacement of [125I]MCH from MCHR1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,None,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL247688,,None,496.58,0,4.52,8,COC(C)(C)CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,IC50,'=',1750,nM,5.76,,,UO_0000065,,,,,0,CHEMBL886904,Antagonist activity at MCHR1 assessed as inhibition of MCH-mediated calcium release in IMR32 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL248297,,None,539.62,1,4.72,4d,O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'=',86,nM,7.07,,,UO_0000065,,,,,0,CHEMBL886904,Antagonist activity at MCHR1 assessed as inhibition of MCH-mediated calcium release in IMR32 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL248295,,None,511.57,1,3.94,4b,O=C(NC1CCN(Cc2ccc(OCCN3CCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL886904,Antagonist activity at MCHR1 assessed as inhibition of MCH-mediated calcium release in IMR32 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL470840,,None,433.55,0,3.89,34,COc1cc(-n2ccnc(CCCc3ccccc3)c2=O)ccc1OCCN1CCCC1,IC50,'=',104.71,nM,6.98,,,UO_0000065,,,,,0,CHEMBL993705,Antagonist activity at MCH1R expressed in CHO cells assessed as intracellular Ca2+ mobilization after 20 mins by FLIPR assay,F,BAO_0000219,cell-based format,None,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153986,1,Scientific Literature,J Med Chem,2009,CHEMBL3308072,,
CHEMBL205492,,None,494.9,0,4.42,4e,O=c1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1CC(F)(F)F,IC50,'=',2,nM,8.7,,,UO_0000065,17.58,0.35,4.28,12.68,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL217269,,None,446.96,1,5.38,26,CN(C)Cc1ccc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2n1,IC50,'=',0.74,nM,9.13,,,UO_0000065,,,,,0,CHEMBL908393,Antagonist activity against human MCHR1 expressed in CHO cells by Gal4/Elk1-Luc reporter assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137354,1,Scientific Literature,J Med Chem,2006,CHEMBL3308072,,
CHEMBL198727,,None,407.9,1,5,14,O=c1cc(NC2CCN(Cc3ccc4cc[nH]c4c3)CC2)c2cc(Cl)ccc2o1,IC50,'=',24,nM,7.62,,,UO_0000065,18.68,0.36,2.62,12.44,0,CHEMBL880563,Inhibitory concentration aganist melanin concentrating hormone receptor 1 expressed in IMR-32 cells using [125I]MCH,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141081,1,Scientific Literature,J Med Chem,2005,CHEMBL3307656,,
CHEMBL387085,,None,495,0,4.27,48,O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CCOCC1)O2,IC50,'=',8.5,nM,8.07,,,UO_0000065,,,,,0,CHEMBL908393,Antagonist activity against human MCHR1 expressed in CHO cells by Gal4/Elk1-Luc reporter assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137354,1,Scientific Literature,J Med Chem,2006,CHEMBL3308072,,
CHEMBL216577,,None,474.44,0,3.93,26,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(C(F)(F)F)ccc2o1,IC50,'=',351,nM,6.46,,,UO_0000065,13.6,0.26,2.52,7.97,0,CHEMBL908288,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL402868,,None,474.44,0,3.93,24,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(C(F)(F)F)cc2o1,IC50,'=',178,nM,6.75,,,UO_0000065,14.23,0.27,2.82,8.33,0,CHEMBL908288,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL216133,,None,440.88,0,3.57,25,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)ccc2o1,IC50,'=',2050,nM,5.69,,,UO_0000065,,,,,0,CHEMBL908289,Antagonist activity at MCHr1 assessed as inhibition of MCH-mediated calcium ion release in intact IMR32 cells by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
CHEMBL387178,,None,442.42,0,3.19,36,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)cc2o1,IC50,'=',2,nM,8.7,,,UO_0000065,19.66,0.37,5.51,10.74,0,CHEMBL908288,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137327,1,Scientific Literature,J Med Chem,2006,CHEMBL3307656,,
